FundingYear,Region,Province,Municipality,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,TypeOfWork,Final_Budget,Budget_Variance,Final_Budget_M
2023,Region V,Camarines Sur,MILAOR (CAMARINES SUR),120625000.0,120625000.0,2024-04-12,Construction of Flood Mitigation Structure,120625000.0,0.0,120.625
2023,Region V,Camarines Sur,MILAOR (CAMARINES SUR),120625000.0,120625000.0,2024-02-22,Construction of Flood Mitigation Structure,120625000.0,0.0,120.625
2023,Region V,Camarines Sur,MILAOR (CAMARINES SUR),144268222.82,144268222.82,2024-03-29,Construction of Flood Mitigation Structure,144268222.82,0.0,144.26822282
2023,Region V,Camarines Sur,MILAOR (CAMARINES SUR),7425000.0,7425000.0,2024-02-13,Rehabilitation / Major Repair of Flood Control Structure,7425000.0,0.0,7.425
2022,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),49000000.0,48012861.68,2022-08-17,Construction of Revetment,48012861.68,987138.3200000003,48.01286168
2022,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),49000000.0,48022335.0,2022-08-05,Construction of Revetment,48022335.0,977665.0,48.022335
2022,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),49000000.0,47972884.0,2022-09-16,Construction of Dike,47972884.0,1027116.0,47.972884
2022,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),49000000.0,47914650.0,2022-09-20,Construction of Dike,47914650.0,1085350.0,47.91465
2022,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),49000000.0,48024732.0,2022-09-20,Construction of Revetment,48024732.0,975268.0,48.024732
2022,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),49000000.0,48015489.0,2022-09-20,Construction of Revetment,48015489.0,984511.0,48.015489
2022,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),49000000.0,48018533.15,2022-09-20,Construction of Revetment,48018533.15,981466.8500000015,48.018533149999996
2022,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),49000000.0,48015655.63,2022-09-20,Construction of Revetment,48015655.63,984344.3699999973,48.015655630000005
2022,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),49000000.0,48015893.0,2022-10-06,Construction of Dike,48015893.0,984107.0,48.015893
2022,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),49000000.0,48015655.63,2022-10-06,Construction of Revetment,48015655.63,984344.3699999973,48.015655630000005
2022,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),72375000.0,70925228.67,2022-12-09,Rehabilitation / Major Repair of Flood Control Structure,70925228.67,1449771.3299999982,70.92522867
2023,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),67550000.0,67461008.26,2023-12-18,Construction of Revetment,67461008.26,88991.73999999464,67.46100826
2023,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),72375000.0,70928316.1,2024-03-26,Construction of Flood Mitigation Structure,70928316.1,1446683.900000006,70.92831609999999
2023,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),72375000.0,72374796.65,2024-01-25,Construction of Flood Mitigation Structure,72374796.65,203.34999999403954,72.37479665000001
2023,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),72375000.0,72334499.77,2023-12-15,Construction of Flood Mitigation Structure,72334499.77,40500.23000000417,72.33449977
2023,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),72375000.0,72239845.66,2024-01-31,Construction of Flood Mitigation Structure,72239845.66,135154.34000000358,72.23984566
2023,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),72375000.0,72375000.0,2023-10-19,Construction of Flood Mitigation Structure,72375000.0,0.0,72.375
2023,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),72375000.0,72358567.14,2024-03-26,Construction of Flood Mitigation Structure,72358567.14,16432.859999999404,72.35856714
2023,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),72375000.0,72352610.15,2023-12-22,Construction of Flood Mitigation Structure,72352610.15,22389.84999999404,72.35261015
2023,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),72375000.0,72375000.0,2023-10-17,Construction of Flood Mitigation Structure,72375000.0,0.0,72.375
2023,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),72375000.0,72375000.0,2023-11-15,Construction of Flood Mitigation Structure,72375000.0,0.0,72.375
2023,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),52470000.0,52469933.27,2023-12-26,Construction of Flood Mitigation Structure,52469933.27,66.72999999672174,52.469933270000006
2023,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),52232555.0,52205593.07,2024-03-15,Construction of Revetment,52205593.07,26961.929999999702,52.20559307
2024,Region V,Camarines Sur,LIBMANAN (CAMARINES SUR),135100000.0,135099448.57,2024-09-25,Construction of Flood Mitigation Structure,135099448.57,551.4300000071526,135.09944857
2022,Region V,Camarines Sur,BATO (CAMARINES SUR),49000000.0,48999292.44,2022-08-15,Construction of Dike,48999292.44,707.5600000023842,48.99929244
2022,Region V,Camarines Sur,BATO (CAMARINES SUR),49000000.0,48999593.39,2022-10-25,Construction of Flood Mitigation Structure,48999593.39,406.60999999940395,48.99959339
2023,Region V,Camarines Sur,BATO (CAMARINES SUR),121061136.57,121061136.57,2024-03-31,Construction of Flood Mitigation Structure,121061136.57,0.0,121.06113656999999
2022,Region V,Camarines Sur,BALATAN (CAMARINES SUR),39200000.0,39199942.42,2022-09-15,Construction of Flood Mitigation Structure,39199942.42,57.57999999821186,39.19994242
2023,Region V,Camarines Sur,BALATAN (CAMARINES SUR),96478328.0,96478328.0,2023-12-15,Rehabilitation / Major Repair of Flood Control Structure,96478328.0,0.0,96.478328
2023,Region V,Camarines Sur,BALATAN (CAMARINES SUR),96489164.0,96489125.4,2023-12-20,Construction of Flood Mitigation Structure,96489125.4,38.599999994039536,96.4891254
2023,Region V,Camarines Sur,BALATAN (CAMARINES SUR),48244415.0,48244407.6,2023-08-25,Construction of Flood Mitigation Structure,48244407.6,7.399999998509884,48.2444076
2023,Region V,Camarines Sur,BALATAN (CAMARINES SUR),48221995.0,48221995.0,2023-08-18,Construction of Flood Mitigation Structure,48221995.0,0.0,48.221995
2022,Region V,Camarines Sur,NABUA (CAMARINES SUR),39200000.0,37237616.17,2023-08-10,Construction of Flood Mitigation Structure,37237616.17,1962383.8299999982,37.23761617
2022,Region V,Camarines Sur,NABUA (CAMARINES SUR),93127727.21,93127727.21,2022-11-30,Construction of Flood Mitigation Structure,93127727.21,0.0,93.12772720999999
2022,Region V,Camarines Sur,NABUA (CAMARINES SUR),97244668.14,97244668.14,2022-11-30,Construction of Flood Mitigation Structure,97244668.14,0.0,97.24466814
2022,Region V,Camarines Sur,NABUA (CAMARINES SUR),67550000.0,67549910.38,2022-10-25,Construction of Flood Mitigation Structure,67549910.38,89.62000000476837,67.54991038
2022,Region V,Camarines Sur,NABUA (CAMARINES SUR),50662500.0,50661882.68,2022-12-09,Rehabilitation / Major Repair of Flood Control Structure,50661882.68,617.320000000298,50.66188268
2022,Region V,Camarines Sur,NABUA (CAMARINES SUR),4950000.0,4831050.02,2022-09-09,Rehabilitation / Major Repair of Flood Control Structure,4831050.02,118949.98000000045,4.831050019999999
2023,Region V,Camarines Sur,NABUA (CAMARINES SUR),77167492.0,77167401.48,2023-10-27,Construction of Flood Mitigation Structure,77167401.48,90.51999999582767,77.16740148000001
2023,Region V,Camarines Sur,NABUA (CAMARINES SUR),96402476.0,96402424.49,2023-12-22,Construction of Flood Mitigation Structure,96402424.49,51.51000000536442,96.40242449
2023,Region V,Camarines Sur,NABUA (CAMARINES SUR),96472910.0,96472842.95,2023-09-15,Construction of Flood Mitigation Structure,96472842.95,67.04999999701977,96.47284295
2023,Region V,Camarines Sur,NABUA (CAMARINES SUR),77097058.0,77096696.93,2023-08-25,Construction of Flood Mitigation Structure,77096696.93,361.06999999284744,77.09669693000001
2023,Region V,Camarines Sur,NABUA (CAMARINES SUR),77129566.0,77128501.17,2024-02-19,Construction of Flood Mitigation Structure,77128501.17,1064.8299999982119,77.12850117
2023,Region V,Camarines Sur,NABUA (CAMARINES SUR),98932788.0,98931423.45,2024-02-08,Construction of Flood Mitigation Structure,98931423.45,1364.5499999970198,98.93142345
2024,Region V,Camarines Sur,NABUA (CAMARINES SUR),96500000.0,96500000.0,2024-12-11,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region V,Camarines Sur,NABUA (CAMARINES SUR),96500000.0,96500000.0,2024-07-25,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region V,Camarines Sur,NABUA (CAMARINES SUR),138477500.0,138477500.0,2024-08-20,Construction of Flood Mitigation Structure,138477500.0,0.0,138.4775
2022,Region V,Camarines Sur,BULA (CAMARINES SUR),39200000.0,39116647.55,2022-11-25,Construction of Flood Mitigation Structure,39116647.55,83352.45000000298,39.116647549999996
2022,Region V,Camarines Sur,BULA (CAMARINES SUR),49000000.0,48999963.93,2022-08-30,Construction of Flood Mitigation Structure,48999963.93,36.07000000029802,48.99996393
2022,Region V,Camarines Sur,BULA (CAMARINES SUR),49000000.0,47285080.0,2022-07-28,Construction of Flood Mitigation Structure,47285080.0,1714920.0,47.28508
2022,Region V,Camarines Sur,BULA (CAMARINES SUR),49000000.0,47285313.97,2022-07-28,Construction of Flood Mitigation Structure,47285313.97,1714686.0300000012,47.28531397
2022,Region V,Camarines Sur,BULA (CAMARINES SUR),97281469.34,97281469.34,2023-03-31,Construction of Flood Mitigation Structure,97281469.34,0.0,97.28146934
2022,Region V,Camarines Sur,BULA (CAMARINES SUR),97103902.58,97103902.58,2023-01-30,Construction of Flood Mitigation Structure,97103902.58,0.0,97.10390258
2023,Region V,Camarines Sur,BULA (CAMARINES SUR),77086212.17,77086212.17,2023-09-25,Construction of Flood Mitigation Structure,77086212.17,0.0,77.08621217
2023,Region V,Camarines Sur,BULA (CAMARINES SUR),72347907.66,72347907.66,2023-09-15,Construction of Flood Mitigation Structure,72347907.66,0.0,72.34790765999999
2023,Region V,Camarines Sur,BULA (CAMARINES SUR),72320815.32,72319240.89,2023-09-22,Construction of Flood Mitigation Structure,72319240.89,1574.4299999922514,72.31924089
2023,Region V,Camarines Sur,BULA (CAMARINES SUR),67539164.0,67539164.0,2023-08-18,Construction of Flood Mitigation Structure,67539164.0,0.0,67.539164
2023,Region V,Camarines Sur,BULA (CAMARINES SUR),96386222.0,96386086.27,2023-08-25,Construction of Flood Mitigation Structure,96386086.27,135.73000000417233,96.38608626999999
2023,Region V,Camarines Sur,BULA (CAMARINES SUR),96456652.25,96456652.25,2023-07-24,Construction of Flood Mitigation Structure,96456652.25,0.0,96.45665225
2023,Region V,Camarines Sur,BULA (CAMARINES SUR),96478328.0,96478328.0,2023-12-15,Construction of Flood Mitigation Structure,96478328.0,0.0,96.478328
2023,Region V,Camarines Sur,BULA (CAMARINES SUR),96315788.0,96314191.85,2023-12-07,Construction of Flood Mitigation Structure,96314191.85,1596.1500000059605,96.31419185
2023,Region V,Camarines Sur,BULA (CAMARINES SUR),115659116.9,115659116.9,2024-03-31,Construction of Flood Mitigation Structure,115659116.9,0.0,115.6591169
2023,Region V,Camarines Sur,BULA (CAMARINES SUR),120971555.24,120971555.24,2024-04-15,Construction of Flood Mitigation Structure,120971555.24,0.0,120.97155524
2023,Region V,Camarines Sur,BULA (CAMARINES SUR),96500000.0,96500000.0,2024-04-09,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region V,Camarines Sur,BULA (CAMARINES SUR),139925000.0,139925000.0,2024-09-20,Construction of Flood Mitigation Structure,139925000.0,0.0,139.925
2024,Region V,Camarines Sur,BULA (CAMARINES SUR),139925000.0,139925000.0,2024-11-19,Construction of Flood Mitigation Structure,139925000.0,0.0,139.925
2024,Region V,Camarines Sur,BULA (CAMARINES SUR),139925000.0,139925000.0,2024-09-20,Construction of Flood Mitigation Structure,139925000.0,0.0,139.925
2022,Region V,Camarines Sur,BAAO (CAMARINES SUR),67550000.0,65185821.9,2022-12-09,Construction of Flood Mitigation Structure,65185821.9,2364178.1000000015,65.1858219
2022,Region V,Camarines Sur,BAAO (CAMARINES SUR),49000000.0,47282777.73,2022-10-25,Construction of Flood Mitigation Structure,47282777.73,1717222.2700000033,47.28277773
2022,Region V,Camarines Sur,BAAO (CAMARINES SUR),49000000.0,47285146.43,2022-10-03,Construction of Flood Mitigation Structure,47285146.43,1714853.5700000003,47.28514643
2022,Region V,Camarines Sur,BAAO (CAMARINES SUR),67550000.0,65187109.3,2022-12-09,Construction of Flood Mitigation Structure,65187109.3,2362890.700000003,65.1871093
2022,Region V,Camarines Sur,BAAO (CAMARINES SUR),77200000.0,77199975.67,2022-09-19,Rehabilitation / Major Repair of Flood Control Structure,77199975.67,24.32999999821186,77.19997567
2022,Region V,Camarines Sur,BAAO (CAMARINES SUR),29400000.0,29399841.95,2022-12-22,Construction of Flood Mitigation Structure,29399841.95,158.05000000074506,29.39984195
2023,Region V,Camarines Sur,BAAO (CAMARINES SUR),96429566.0,96428308.59,2024-02-06,Construction of Flood Mitigation Structure,96428308.59,1257.4099999964237,96.42830859
2023,Region V,Camarines Sur,BAAO (CAMARINES SUR),241249988.04,241249988.04,2024-12-09,Construction of Flood Mitigation Structure,241249988.04,0.0,241.24998804
2022,Region V,Camarines Sur,IRIGA CITY (CAMARINES SUR),39200000.0,39189729.5,2022-08-15,Construction of Flood Mitigation Structure,39189729.5,10270.5,39.1897295
2022,Region V,Camarines Sur,IRIGA CITY (CAMARINES SUR),77200000.0,77199986.09,2022-10-14,Rehabilitation / Major Repair of Flood Control Structure,77199986.09,13.909999996423721,77.19998609000001
2022,Region V,Camarines Sur,IRIGA CITY (CAMARINES SUR),77200000.0,77199756.92,2022-09-22,Rehabilitation / Major Repair of Flood Control Structure,77199756.92,243.07999999821186,77.19975692
2022,Region V,Camarines Sur,IRIGA CITY (CAMARINES SUR),49500000.0,48109727.57,2022-12-27,Construction of Flood Mitigation Structure,48109727.57,1390272.4299999997,48.10972757
2023,Region V,Camarines Sur,IRIGA CITY (CAMARINES SUR),98966394.0,98956878.59,2024-02-08,Construction of Flood Mitigation Structure,98956878.59,9515.409999996424,98.95687859
2023,Region V,Camarines Sur,IRIGA CITY (CAMARINES SUR),115642840.5,113285703.0,2024-03-14,Rehabilitation / Major Repair of Flood Control Structure,113285703.0,2357137.5,113.285703
2022,Region V,Camarines Sur,PASACAO (CAMARINES SUR),49000000.0,47529798.51,2022-09-15,Construction of Dike,47529798.51,1470201.490000002,47.52979851
2022,Region V,Camarines Sur,PASACAO (CAMARINES SUR),49000000.0,48017313.0,2022-09-15,Construction of Dike,48017313.0,982687.0,48.017313
2022,Region V,Camarines Sur,PASACAO (CAMARINES SUR),49000000.0,48020996.0,2022-09-20,Construction of Dike,48020996.0,979004.0,48.020996
2023,Region V,Camarines Sur,PASACAO (CAMARINES SUR),96500000.0,96500000.0,2023-11-24,Construction of Dike,96500000.0,0.0,96.5
2023,Region V,Camarines Sur,PASACAO (CAMARINES SUR),139925000.0,139925000.0,2024-02-21,Construction of Flood Mitigation Structure,139925000.0,0.0,139.925
2023,Region V,Camarines Sur,PASACAO (CAMARINES SUR),139925000.0,139925000.0,2024-02-21,Construction of Flood Mitigation Structure,139925000.0,0.0,139.925
2022,Region V,Camarines Sur,LAGONOY (CAMARINES SUR),49000000.0,49000000.0,2023-11-21,Construction of Flood Mitigation Structure,49000000.0,0.0,49.0
2022,Region V,Camarines Sur,LAGONOY (CAMARINES SUR),49000000.0,49000000.0,2023-08-21,Construction of Flood Mitigation Structure,49000000.0,0.0,49.0
2022,Region V,Camarines Sur,LAGONOY (CAMARINES SUR),49000000.0,49000000.0,2023-06-24,Construction of Flood Mitigation Structure,49000000.0,0.0,49.0
2022,Region V,Camarines Sur,LAGONOY (CAMARINES SUR),49000000.0,49000000.0,2023-08-22,Construction of Flood Mitigation Structure,49000000.0,0.0,49.0
2022,Region V,Camarines Sur,LAGONOY (CAMARINES SUR),10395000.0,10395000.0,2022-08-01,Construction of Flood Mitigation Structure,10395000.0,0.0,10.395
2022,Region V,Camarines Sur,LAGONOY (CAMARINES SUR),49000000.0,49000000.0,2023-06-12,Construction of Flood Mitigation Structure,49000000.0,0.0,49.0
2022,Region V,Camarines Sur,SAGÑAY (CAMARINES SUR),29400000.0,29400000.0,2022-10-07,Construction of Flood Mitigation Structure,29400000.0,0.0,29.4
2022,Region V,Camarines Sur,SAGÑAY (CAMARINES SUR),29400000.0,29400000.0,2022-11-21,Construction of Flood Mitigation Structure,29400000.0,0.0,29.4
2022,Region V,Camarines Sur,CARAMOAN (CAMARINES SUR),29400000.0,29400000.0,2022-11-19,Construction of Slope Protection Structure,29400000.0,0.0,29.4
2022,Region V,Camarines Sur,TIGAON (CAMARINES SUR),82025000.0,82025000.0,2023-01-18,Construction of Flood Mitigation Structure,82025000.0,0.0,82.025
2022,Region V,Camarines Sur,TIGAON (CAMARINES SUR),82025000.0,82025000.0,2023-01-13,Construction of Flood Mitigation Structure,82025000.0,0.0,82.025
2022,Region V,Camarines Sur,TIGAON (CAMARINES SUR),82025000.0,82025000.0,2022-11-11,Construction of Flood Mitigation Structure,82025000.0,0.0,82.025
2023,Region V,Camarines Sur,TIGAON (CAMARINES SUR),47768100.0,47768100.0,2023-11-20,Construction of Flood Mitigation Structure,47768100.0,0.0,47.7681
2024,Region V,Camarines Sur,TIGAON (CAMARINES SUR),49000000.0,49000000.0,2024-12-06,Construction of Flood Mitigation Structure,49000000.0,0.0,49.0
2022,Region V,Camarines Sur,CAMALIGAN (CAMARINES SUR),43419755.29,43419755.29,2022-10-05,Construction of Flood Mitigation Structure,43419755.29,0.0,43.41975529
2023,Region V,Camarines Sur,CAMALIGAN (CAMARINES SUR),67520249.96,66753754.22,2023-09-15,Rehabilitation / Major Repair of Flood Control Structure,66753754.22,766495.7399999946,66.75375422
2022,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),29699693.1,29699691.66,2022-11-10,Construction of Revetment,29699691.66,1.4400000013411045,29.69969166
2022,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),29699598.45,29699598.42,2022-11-10,Construction of Revetment,29699598.42,0.029999997466802597,29.69959842
2022,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),89101796.39,89101796.39,2023-05-20,Construction of Flood Mitigation Structure,89101796.39,0.0,89.10179639
2023,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),72374683.76,72374568.0,2023-08-23,Construction of Flood Mitigation Structure,72374568.0,115.76000000536442,72.374568
2023,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),82024931.07,82024862.0,2023-08-23,Construction of Flood Mitigation Structure,82024862.0,69.06999999284744,82.024862
2023,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),72374683.37,72374681.42,2023-11-10,Construction of Flood Mitigation Structure,72374681.42,1.9500000029802322,72.37468142
2023,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),82024908.85,82024902.06,2024-01-02,Construction of Flood Mitigation Structure,82024902.06,6.78999999165535,82.02490206
2023,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),82024111.07,82024049.2,2023-12-22,Construction of Flood Mitigation Structure,82024049.2,61.86999998986721,82.02404920000001
2023,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),82024895.94,82024887.0,2023-12-06,Construction of Flood Mitigation Structure,82024887.0,8.939999997615814,82.024887
2023,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),82024119.28,82024118.17,2023-12-05,Construction of Flood Mitigation Structure,82024118.17,1.1099999994039536,82.02411817000001
2023,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),82024639.56,82023729.03,2023-12-05,Construction of Flood Mitigation Structure,82023729.03,910.5300000011921,82.02372903
2023,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),57899833.65,57899831.5,2023-11-08,Construction of Revetment,57899831.5,2.149999998509884,57.8998315
2024,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),113974814.64,113974811.12,2024-06-24,Construction of Flood Mitigation Structure,113974811.12,3.519999995827675,113.97481112
2024,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),9799395.54,9680309.0,2024-05-01,Construction of Flood Mitigation Structure,9680309.0,119086.5399999991,9.680309
2024,Region V,Camarines Sur,SIPOCOT (CAMARINES SUR),98999528.72,98999371.67,2024-12-16,Construction of Revetment,98999371.67,157.04999999701977,98.99937167
2022,Region V,Camarines Sur,CALABANGA (CAMARINES SUR),57880302.79,57879793.55,2023-06-01,Construction of Flood Mitigation Structure,57879793.55,509.24000000208616,57.879793549999995
2022,Region V,Camarines Sur,CALABANGA (CAMARINES SUR),4949919.99,4499725.15,2022-09-16,Construction of Flood Mitigation Structure,4499725.15,450194.83999999985,4.499725150000001
2022,Region V,Camarines Sur,CALABANGA (CAMARINES SUR),48891676.39,48888375.42,2022-10-27,Construction of Flood Mitigation Structure,48888375.42,3300.969999998808,48.88837542
2022,Region V,Camarines Sur,CALABANGA (CAMARINES SUR),67549896.9,67549873.69,2022-12-05,Construction of Flood Mitigation Structure,67549873.69,23.21000000834465,67.54987369
2023,Region V,Camarines Sur,CALABANGA (CAMARINES SUR),4949997.19,4900002.0,2023-04-15,Construction of Flood Mitigation Structure,4900002.0,49995.19000000041,4.900002
2023,Region V,Camarines Sur,CALABANGA (CAMARINES SUR),4949988.14,4899993.0,2023-04-15,Construction of Flood Mitigation Structure,4899993.0,49995.139999999665,4.899993
2023,Region V,Camarines Sur,CALABANGA (CAMARINES SUR),4949196.27,4897585.84,2023-09-28,Construction of Flood Mitigation Structure,4897585.84,51610.4299999997,4.89758584
2023,Region V,Camarines Sur,CALABANGA (CAMARINES SUR),4949993.14,4749500.0,2023-08-26,Construction of Flood Mitigation Structure,4749500.0,200493.13999999966,4.7495
2024,Region V,Camarines Sur,CALABANGA (CAMARINES SUR),4949926.97,4896762.41,2024-04-15,Construction of Flood Mitigation Structure,4896762.41,53164.55999999959,4.89676241
2024,Region V,Camarines Sur,CALABANGA (CAMARINES SUR),96499807.55,96344723.24,2024-10-11,Construction of Flood Mitigation Structure,96344723.24,155084.31000000238,96.34472324
2022,Region V,Camarines Sur,CANAMAN (CAMARINES SUR),77199869.2,77199308.02,2023-04-11,Construction of Flood Mitigation Structure,77199308.02,561.1800000071526,77.19930801999999
2022,Region V,Camarines Sur,CANAMAN (CAMARINES SUR),144640011.85,144640011.85,2023-03-26,Rehabilitation / Major Repair of Flood Control Structure,144640011.85,0.0,144.64001185
2022,Region V,Camarines Sur,CANAMAN (CAMARINES SUR),144514022.46,144514022.46,2023-06-25,Rehabilitation / Major Repair of Flood Control Structure,144514022.46,0.0,144.51402246
2023,Region V,Camarines Sur,CANAMAN (CAMARINES SUR),4949983.15,4895533.0,2023-05-15,Construction of Flood Mitigation Structure,4895533.0,54450.15000000037,4.895533
2023,Region V,Camarines Sur,CANAMAN (CAMARINES SUR),125282575.08,123941697.7,2023-12-13,Rehabilitation / Major Repair of Flood Control Structure,123941697.7,1340877.3799999952,123.9416977
2023,Region V,Camarines Sur,CANAMAN (CAMARINES SUR),48999916.73,48463992.0,2023-12-07,Construction of Flood Mitigation Structure,48463992.0,535924.7299999967,48.463992
2024,Region V,Camarines Sur,CANAMAN (CAMARINES SUR),4949941.58,4897900.0,2024-04-18,Construction of Flood Mitigation Structure,4897900.0,52041.580000000075,4.8979
2022,Region V,Camarines Sur,MAGARAO (CAMARINES SUR),48112067.46,48099080.59,2022-12-05,Construction of Flood Mitigation Structure,48099080.59,12986.869999997318,48.09908059000001
2022,Region V,Camarines Sur,MAGARAO (CAMARINES SUR),67323491.64,67323312.63,2023-03-03,Construction of Flood Mitigation Structure,67323312.63,179.01000000536442,67.32331262999999
2022,Region V,Camarines Sur,MAGARAO (CAMARINES SUR),29699785.51,28211825.0,2022-12-11,Construction of Slope Protection Structure,28211825.0,1487960.5100000016,28.211825
2022,Region V,Camarines Sur,NAGA CITY (CAMARINES SUR),77081758.13,76604250.86,2022-10-12,Construction of Flood Mitigation Structure,76604250.86,477507.2699999958,76.60425086
2022,Region V,Camarines Sur,NAGA CITY (CAMARINES SUR),39052317.69,39052245.17,2022-11-11,Construction of Flood Mitigation Structure,39052245.17,72.51999999582767,39.05224517
2022,Region V,Camarines Sur,NAGA CITY (CAMARINES SUR),52139326.92,52139326.92,2023-02-14,Construction of Flood Mitigation Structure,52139326.92,0.0,52.13932692
2023,Region V,Camarines Sur,NAGA CITY (CAMARINES SUR),57899890.26,57204819.77,2023-12-15,Rehabilitation / Major Repair of Flood Control Structure,57204819.77,695070.4899999946,57.20481977
2023,Region V,Camarines Sur,NAGA CITY (CAMARINES SUR),48990141.48,48464895.49,2023-12-19,Construction of Flood Mitigation Structure,48464895.49,525245.9899999946,48.46489549
2024,Region V,Camarines Sur,NAGA CITY (CAMARINES SUR),4949938.61,4949423.05,2024-07-12,Construction of Flood Mitigation Structure,4949423.05,515.5600000005215,4.94942305
2024,Region V,Camarines Sur,NAGA CITY (CAMARINES SUR),4949958.96,4889903.22,2024-10-19,Construction of Flood Mitigation Structure,4889903.22,60055.74000000022,4.88990322
2021,Region V,Camarines Sur,,1569126.32,1489100.0,2022-07-01,Construction of Drainage Structure,1489100.0,80026.32000000007,1.4891
2021,Region V,Camarines Sur,,3959979.66,3959871.7,2022-11-29,Construction of Slope Protection Structure,3959871.7,107.95999999996275,3.9598717000000003
2021,Region V,Camarines Sur,,2969481.12,2941315.96,2022-08-17,Construction of Slope Protection Structure,2941315.96,28165.16000000015,2.94131596
2022,Region V,Camarines Sur,GARCHITORENA (CAMARINES SUR),29400000.0,29400000.0,2022-12-06,Construction of Flood Mitigation Structure,29400000.0,0.0,29.4
2022,Region V,Camarines Sur,GARCHITORENA (CAMARINES SUR),49000000.0,49000000.0,2023-06-05,Construction of Flood Mitigation Structure,49000000.0,0.0,49.0
2022,Region V,Camarines Sur,PILI (CAPITAL) (CAMARINES SUR),4949999.27,4945912.3,2022-11-16,Construction of Flood Mitigation Structure,4945912.3,4086.9699999997392,4.9459123
2023,Region V,Camarines Sur,PILI (CAPITAL) (CAMARINES SUR),96204617.75,95114888.2,2024-02-18,Construction of Revetment,95114888.2,1089729.549999997,95.11488820000001
2024,Region V,Camarines Sur,PILI (CAPITAL) (CAMARINES SUR),9799903.37,9693474.21,2024-08-08,Construction of Flood Mitigation Structure,9693474.21,106429.15999999829,9.693474210000002
2024,Region V,Camarines Sur,PILI (CAPITAL) (CAMARINES SUR),4949973.51,4889297.34,2024-08-08,Construction of Flood Mitigation Structure,4889297.34,60676.169999999925,4.88929734
2022,Region V,Camarines Sur,DEL GALLEGO (CAMARINES SUR),89290069.17,89290069.17,2023-06-15,Construction of Flood Mitigation Structure,89290069.17,0.0,89.29006917
2023,Region V,Camarines Sur,DEL GALLEGO (CAMARINES SUR),72374615.83,72374529.7,2023-11-10,Construction of Flood Mitigation Structure,72374529.7,86.12999999523163,72.3745297
2023,Region V,Camarines Sur,DEL GALLEGO (CAMARINES SUR),72374414.82,72374410.13,2023-12-12,Construction of Flood Mitigation Structure,72374410.13,4.689999997615814,72.37441013
2023,Region V,Camarines Sur,PAMPLONA (CAMARINES SUR),49000000.0,48493174.09,2023-10-27,Construction of Revetment,48493174.09,506825.9099999964,48.493174090000004
2023,Region V,Camarines Sur,PAMPLONA (CAMARINES SUR),53075000.0,53047839.5,2024-01-15,Construction of Dike,53047839.5,27160.5,53.0478395
2023,Region V,Camarines Sur,PAMPLONA (CAMARINES SUR),49000000.0,48997080.61,2024-01-06,Construction of Flood Mitigation Structure,48997080.61,2919.390000000596,48.99708061
2023,Region V,Camarines Sur,BUHI (CAMARINES SUR),77155504.0,77155504.0,2024-01-02,Construction of Flood Mitigation Structure,77155504.0,0.0,77.155504
